"6809","757604","Branded","Metformin 1000 MG / sitagliptin 50 MG Oral Tablet [Janumet 50 mg/1000 mg]","00006057701"
"6809","757604","Branded","Metformin 1000 MG / sitagliptin 50 MG Oral Tablet [Janumet 50 mg/1000 mg]","00006057727"
"6809","757604","Branded","Metformin 1000 MG / sitagliptin 50 MG Oral Tablet [Janumet 50 mg/1000 mg]","00006057737"
"6809","757604","Branded","Metformin 1000 MG / sitagliptin 50 MG Oral Tablet [Janumet 50 mg/1000 mg]","00006057752"
"6809","757604","Branded","Metformin 1000 MG / sitagliptin 50 MG Oral Tablet [Janumet 50 mg/1000 mg]","00006057760"
"6809","757604","Branded","Metformin 1000 MG / sitagliptin 50 MG Oral Tablet [Janumet 50 mg/1000 mg]","00006057761"
"6809","757604","Branded","Metformin 1000 MG / sitagliptin 50 MG Oral Tablet [Janumet 50 mg/1000 mg]","00006057762"
"6809","757604","Branded","Metformin 1000 MG / sitagliptin 50 MG Oral Tablet [Janumet 50 mg/1000 mg]","00006057782"
"6809","352302","Branded","Glipizide 2.5 MG / Metformin 250 MG Oral Tablet [metaglip]","00087608131"
"6809","352301","Branded","Glipizide 5 MG / Metformin 500 MG Oral Tablet [metaglip]","00087607831"
"6809","731443","Branded","Metformin 500 MG / pioglitazone 15 MG Oral Tablet [Actoplus Met 15/500]","54868550000"
"6809","731443","Branded","Metformin 500 MG / pioglitazone 15 MG Oral Tablet [Actoplus Met 15/500]","54868550001"
"6809","731443","Branded","Metformin 500 MG / pioglitazone 15 MG Oral Tablet [Actoplus Met 15/500]","64764015514"
"6809","731443","Branded","Metformin 500 MG / pioglitazone 15 MG Oral Tablet [Actoplus Met 15/500]","64764015518"
"6809","731443","Branded","Metformin 500 MG / pioglitazone 15 MG Oral Tablet [Actoplus Met 15/500]","64764015560"
"6809","731443","Branded","Metformin 500 MG / pioglitazone 15 MG Oral Tablet [Actoplus Met 15/500]","64764015565"
"6809","352300","Branded","Glipizide 2.5 MG / Metformin 500 MG Oral Tablet [metaglip]","00087607731"
"6809","352300","Branded","Glipizide 2.5 MG / Metformin 500 MG Oral Tablet [metaglip]","54868539901"
"6809","404727","Branded","Metformin 100 MG/ML Oral Solution [Riomet]","10631020601"
"6809","404727","Branded","Metformin 100 MG/ML Oral Solution [Riomet]","10631020602"
"6809","404727","Branded","Metformin 100 MG/ML Oral Solution [Riomet]","10631037621"
"6809","404727","Branded","Metformin 100 MG/ML Oral Solution [Riomet]","51660020601"
"6809","404727","Branded","Metformin 100 MG/ML Oral Solution [Riomet]","51660020602"
"6809","404727","Branded","Metformin 100 MG/ML Oral Solution [Riomet]","63304020601"
"6809","404727","Branded","Metformin 100 MG/ML Oral Solution [Riomet]","63304020602"
"6809","583195","Branded","Metformin 850 MG Oral Tablet [Metforming]","63629139501"
"6809","583195","Branded","Metformin 850 MG Oral Tablet [Metforming]","63629139502"
"6809","583195","Branded","Metformin 850 MG Oral Tablet [Metforming]","63629139503"
"6809","404477","Branded","Metformin 750 MG Extended Release Tablet [Glucophage XR]","00087606490"
"6809","404647","Branded","Metformin 1000 MG / rosiglitazone 4 MG Oral Tablet [Avandamet]","00007316418"
"6809","404647","Branded","Metformin 1000 MG / rosiglitazone 4 MG Oral Tablet [Avandamet]","00007316420"
"6809","404647","Branded","Metformin 1000 MG / rosiglitazone 4 MG Oral Tablet [Avandamet]","00007316461"
"6809","404647","Branded","Metformin 1000 MG / rosiglitazone 4 MG Oral Tablet [Avandamet]","00173316318"
"6809","404647","Branded","Metformin 1000 MG / rosiglitazone 4 MG Oral Tablet [Avandamet]","00173316361"
"6809","404647","Branded","Metformin 1000 MG / rosiglitazone 4 MG Oral Tablet [Avandamet]","00173316418"
"6809","404647","Branded","Metformin 1000 MG / rosiglitazone 4 MG Oral Tablet [Avandamet]","00173316461"
"6809","404647","Branded","Metformin 1000 MG / rosiglitazone 4 MG Oral Tablet [Avandamet]","12280000360"
"6809","404647","Branded","Metformin 1000 MG / rosiglitazone 4 MG Oral Tablet [Avandamet]","30256316300"
"6809","404647","Branded","Metformin 1000 MG / rosiglitazone 4 MG Oral Tablet [Avandamet]","30256316400"
"6809","404647","Branded","Metformin 1000 MG / rosiglitazone 4 MG Oral Tablet [Avandamet]","51129411301"
"6809","404647","Branded","Metformin 1000 MG / rosiglitazone 4 MG Oral Tablet [Avandamet]","51129411302"
"6809","404647","Branded","Metformin 1000 MG / rosiglitazone 4 MG Oral Tablet [Avandamet]","53873316400"
"6809","404647","Branded","Metformin 1000 MG / rosiglitazone 4 MG Oral Tablet [Avandamet]","53873316401"
"6809","404647","Branded","Metformin 1000 MG / rosiglitazone 4 MG Oral Tablet [Avandamet]","53873316402"
